    [ 0.71 0.81 0.54 0.58 0.31 0 1 0.86 0.68 0.47 0.79 0.33 0.71 0.51 1 0.64 0 0.43 0.83 0.39 0.72 0.6 0.32 0.32 0.57 0.43 1 1 0.57 0.15 0.45 0.23 0.68 1 0.28 0.72 0.59 0.68 0.23 0.53 0.38 0.35 0.25 0.4 0.48 0.69 1 0.78 0.69 0.9 0.96 1 0.73 0.86 0.69 0.63 0.93 1 0.22 0 0.85 0.61 0.14 0.42 0.7 0.71 0.39 1 1 0 0.95 0.96 0.26 0.78 1 0.91 0.81 0.37 1 0.95 ]
    [ 0.52 0.8 0.37 0.46 0 0.15 0 0.61 1 0 0.23 0.3 0.79 0.3 0.58 1 0.88 0.58 0.13 0.34 0.76 0.42 0.55 1 0.65 0.84 0.43 0.22 0.96 1 0.2 0.57 0.44 0.83 0.6 0.39 0.84 0 1 1 0.35 0.34 1 0.41 0.72 0.97 0.78 1 0.28 0.14 0.64 0.99 0 1 0.34 0.37 0.73 0.24 0.66 0.77 0.37 1 0.61 0.92 0.89 0.24 0.97 0.89 0.66 0.32 0.71 0.24 0.5 0.35 0.33 0.83 0.94 0.31 0.15 0.61 ]
    [ 0.92 0 0.66 1 1 0.78 0.4 0.56 0.84 0.16 1 0 0.21 0.69 1 0.51 0 0.85 1 1 0 0.31 0.81 0.22 0.86 0.81 0 0.36 0.4 0.57 0 0.27 0.55 0.65 0.97 0.92 0.41 1 0 0.23 0.32 0.13 0.12 1 0.57 0.91 0.69 0.28 1 0.98 0.26 0.25 0.95 0 1 0.62 0.14 0.5 0.48 0.3 0.69 0.4 0.97 0.92 0.28 0.6 1 0.86 0.46 0.9 0.37 1 0.32 0.7 0.52 0.27 0.93 0.42 0.44 0 ]
    [ 0.95 0 0.36 0.19 0.26 0.44 0.57 0.71 0.82 0.77 0.88 0.84 0.99 1 0.89 0.6 0.2 0 0.58 0.71 0.51 0.91 0.79 0.57 1 0.94 0.98 0.89 0.12 0.86 0.62 0.65 0.69 0.85 0.12 0.89 0.99 0.33 0.4 0.33 0.37 0.45 0.18 0 0.73 0.81 0.9 0.14 0.98 1 0.93 0.43 0.31 0.59 0.13 0.96 0.18 0.7 0.69 0.99 1 1 0.14 1 0 0.47 0.19 0.61 0.87 0.44 0.86 0.18 1 0.22 0.97 1 0.64 0.77 0.94 0.53 ]
    [ 0.18 0.82 0.91 1 0.82 0.64 0.68 0.4 0.12 0 0.7 0.22 0.72 0.38 0.62 0.66 0.65 0.34 0.61 0 0.49 0.12 0.93 0.9 0.47 0 0.14 0.52 0.44 0.53 0.91 0.15 0.83 0.97 0.62 0.52 1 0.95 0.98 0 0.27 0.19 0.71 0.31 0.24 0 0.96 0.64 0.26 0.93 1 0.8 0.67 0 0.66 0.65 0.13 0.67 0.23 0.88 0.12 0.83 0.6 0.12 0.93 0.39 0.25 0.62 0.35 0.36 0.81 0.8 0.68 0.42 0.35 1 0.32 0.39 1 0.46 ]
    [ 1 0.57 0.69 0.96 0.7 0.73 0 0.99 0.87 0.27 0.75 0.72 0.99 0 0.3 0.39 0.58 1 0 0.83 0.14 0.27 0.54 0.98 0.62 0.38 0 1 0.34 0.82 0 0.7 0.46 0.85 0 0.14 0.63 0.85 0.66 0.68 1 0.26 0.91 0.88 0.24 0.43 1 0.99 0.25 0.43 0.8 1 0.26 0.59 0.73 1 1 0.3 0.61 0.5 0.74 0.89 0.38 0.26 0.5 0.32 0.32 0.18 0.84 0.26 0.66 0.86 0.94 0.32 0.91 1 0.94 0.43 0.53 0.71 ]
    [ 0.58 0.64 0.54 0 0.13 0.87 0.86 0.48 0.66 1 1 0.55 0.81 0.35 0.35 0.83 0 0.24 0.38 0.63 0.22 0.95 0.8 0 0.14 0.2 0.58 0.52 0.99 0.4 1 0.22 1 1 0.98 0.74 0.35 0 1 0.8 0.97 0.75 1 0.86 0.89 0.28 0.73 0 0.95 0.31 0.67 0.26 1 0.98 0.25 1 0.58 0.36 0.12 0.34 0 0 1 0.77 1 0.6 0.2 0.33 0.86 0.63 0.3 0.71 0.67 0.89 0.74 0.95 0 0.61 0.65 0.37 ]
    [ 0.68 0.98 0.7 0.67 0.68 0.54 0.54 1 0.66 0.23 0.44 0.65 0.3 0.27 0 0.59 0.4 0.85 0.87 0.75 0.68 0.22 0.27 0.38 0.63 0.59 0.79 0.57 0.36 0.89 0.95 0.4 0.73 0 0.32 0.43 0.18 0.66 0.98 0.73 0.68 0.59 0 0.5 0.91 0.64 0.86 1 0 0.59 0 0.59 0.98 1 0.74 0.32 0.8 1 0.13 0.45 0.46 0.48 0.92 0.61 0.76 0.52 0.99 0.8 0.69 0.49 0.32 1 1 0 0.89 0.83 0.28 0.16 0.36 0.54 ]
    [ 0 1 0.86 0.68 0.34 1 0.42 0.65 0 0.56 0.78 0.49 0.26 0.65 0 0.32 0.7 0.15 0.13 0.28 1 0.37 0.46 0.18 0.87 0.72 0.24 0.78 0.27 0.77 0.46 0.35 0.41 0.8 0.14 0.95 0.78 0.69 0.58 0.48 0.42 0.12 0.5 0.19 0.2 0.66 0.69 0.34 1 0.13 0.66 0.73 0.25 0.74 1 0.5 0.25 0.89 0.29 0.4 0 0 0.52 0.51 0.27 0.61 0.91 1 0.25 1 0.75 1 0.18 0.27 0.18 0.42 1 0.31 0.21 0.77 ]
    [ 0.4 0.6 0.14 0.8 0 0.44 0.26 0.63 0.48 0 0.13 0.37 0.86 0.21 0.79 0.4 0.15 0.79 0.6 0.9 0.24 0.9 0.18 0.7 0.23 0.74 0.97 1 1 0.16 1 0.94 0.79 0.19 0.17 0.77 0.71 0.66 0.18 0.47 0.12 0.38 0.88 0.78 0.95 0.62 0.63 0.37 0.62 0.96 0.65 1 1 0.32 0.5 1 0.39 0.26 0.92 1 0.99 0 0.25 0.95 0.28 1 1 0.5 0.82 0.39 0.31 0.71 0.71 0.69 0 0.48 1 0.92 0.5 0.36 ]
    [ 1 0.35 0.36 0.65 0.73 0.79 0 0.16 0.41 0.14 0.37 1 0.44 0.77 0.58 0.98 0.71 1 0.7 0 1 0.56 0.79 0.28 0.7 0.42 1 0.71 0.56 0.62 0.98 0.56 0.17 0.52 0.76 0.22 0.94 0.17 0.99 0.19 0.21 0.51 0.71 0 0.82 0.51 0.93 0.73 0.14 0.18 0.13 1 0.58 0.8 0.25 0.39 1 0.26 0.41 0.59 0.12 0.4 0.65 0.84 0.58 0.5 0.34 0.71 0.18 0.12 0.16 0.66 0.58 0.62 0.39 0.59 0.83 0.19 0.87 1 ]
    [ 0.59 0.13 0.37 0.42 0.7 0.94 0.79 0.32 0 0.25 0.41 0.41 0 0.43 0.56 1 0.61 1 0.93 0.96 0.76 0.95 0.46 0.45 0.49 0.9 0.79 1 0.77 0.8 1 0.14 0.64 0.56 0.41 0.97 0.39 0.6 0.6 0.93 0.88 1 0.94 0.91 0.92 0.24 1 0.24 0.5 0.7 0.67 0.3 0.36 1 0.89 0.26 0.26 1 0.74 0.41 0.68 1 0.99 0.61 0 0.83 0.35 0 0.35 0.94 0.98 0.82 0.84 0.47 0.98 0.3 0.17 0.16 0 0.48 ]
    [ 0.55 1 0.51 0.19 0.13 0 0.2 0.99 0.94 0.72 0.43 0.62 0.47 0.46 0.43 0.47 0.19 0.57 0.58 1 0.24 0.57 0.86 0.22 0.62 0.82 0.91 0.39 0.36 0.86 0.93 0.66 0.7 0.42 0.68 0.62 0.68 1 0.81 0.14 1 0.64 0 0.65 0.75 0.51 0.22 0.66 0.48 0.69 0.23 0.61 0.12 0.13 0.29 0.92 0.41 0.74 1 0.72 0.97 0.46 0.5 0.71 0.16 0.25 0.23 0.45 0.83 0.27 0.25 0.17 0.78 0.87 0.3 0.26 0 0.17 0.22 0.97 ]
    [ 0.34 0.86 0 0 0.61 0.31 0.79 0.62 0.21 0.17 0.68 0.64 0.13 0.44 0.46 0.52 0.48 1 0.72 0.77 0.42 0.94 0 0.83 0.13 0.42 0.72 0.88 0.15 0.63 0.52 0.85 0.44 0.5 0.48 0.63 0.69 0.88 0.86 0.19 0.73 0.33 0.68 0.97 0.81 0.48 0 0.77 0.3 0.99 0.88 0.5 0.34 0.45 0.4 1 0.59 0.41 0.72 1 0.78 0.52 0.99 0.87 0.57 0.63 0.76 0.93 0.38 0.48 1 0.12 0.63 0.93 0.38 0.39 0.81 0.33 1 0.79 ]
    [ 1 0.62 0.86 0.35 0 0.69 0.12 0.21 0.61 0.72 0.3 0.28 0.56 0.76 0.92 0 0.45 0.2 0.16 0.86 0.3 0.35 0.14 0.77 0.54 0.31 0 1 0.58 0.34 0.72 0.91 0.82 0.33 0 0.5 0.29 0.8 0.19 0.37 0.32 0.77 0.44 0.85 0.89 0.31 0.85 0.37 0.69 1 0.12 0.74 0 0.46 0 0.99 0.12 0.68 0.97 0.78 1 1 0.14 0.88 0 0.56 1 0.89 0.72 0.2 1 0.25 0.9 0.53 0.51 0.6 0.39 0.9 0.59 0.29 ]
    [ 0.52 0.19 0.18 0.12 1 0.97 0.68 0.22 0 0.32 0.78 0.9 0 0.97 0.53 0 0 0.19 0.16 0.83 0.96 0.78 0.96 0.17 0.71 0.49 1 0.3 0.78 0.15 0.43 0.41 0.93 0.24 0.44 1 0.66 0.25 0.44 1 0.45 0.28 0.4 0.21 0.26 0.41 0.61 1 0.4 1 0.83 0.89 0 0.48 0 0 0.4 1 0.46 0.52 1 1 0.72 0.74 0.65 0.21 0.84 0.72 0.16 0.51 0.71 0.94 0.28 0.22 0.86 0.89 1 0.73 0.71 0.76 ]
    [ 0.42 0.95 0.23 1 0.57 0.94 0.17 0.79 0.65 0.91 0.42 0.13 0.76 0 0.12 1 0.42 1 0 0.48 0 0.91 1 1 0.64 0.87 0.88 0.42 0.66 0.58 0.97 0.73 1 0.21 0.84 0.49 1 0.23 0.13 0.96 0.47 0.66 0.24 0.21 0.43 0.57 0.14 0.61 0.97 0.14 0.6 0.38 1 0.92 0.52 0.25 0.65 0.99 0.5 0.99 0.14 0.72 1 0.79 0.94 1 0 0.31 0.47 0.42 0.42 0.64 0.54 0.92 0.63 0.81 0.44 0.53 0.56 0.86 ]
    [ 1 0.95 0.96 0.79 0.8 0 0.57 0.3 0.78 0.59 0.74 0.78 0.99 0.61 0.17 0.61 0.76 0.66 0.12 0.58 0 1 0.77 0.57 0.36 0.38 0.48 0.75 0.45 0.14 0.44 0.44 0.75 0.5 0.35 0.91 0.23 0 0.41 0.52 0.46 0.51 0.8 0.34 1 0.14 0.42 0.92 0.92 1 0.12 0.26 0.77 0.61 0.51 0.95 0.84 0.61 0.71 0.87 0.88 0.74 0.79 1 0.12 0.33 0.35 0.7 0.84 0.4 0.47 0.58 0.23 0.64 0.64 0.92 0.13 0.44 0.45 0.88 ]
    [ 0.38 0 0.95 0.65 1 0.99 0.22 0.43 0.61 0.49 0.4 0.63 0.13 1 0.49 0.34 0.73 1 0.84 0.57 0.13 0.89 0.41 0.67 0.71 0.46 0.43 1 0.88 0.96 1 0.5 0.34 1 0.74 0.58 1 0.51 0.95 0.16 0.64 0.78 0.82 0.91 0.46 0.44 0.7 0.89 0.28 0 0.93 0.5 1 0.76 0.27 0.28 0.58 0 0.16 0.57 0 0.65 0.94 0.12 1 0.41 0.55 0 0.75 0.54 0.33 0.88 0.7 0.57 0.67 0.95 0.97 0.72 0.97 0.4 ]
    [ 0.91 0.84 0.55 0.17 0.44 0.86 1 0.24 0.74 0.99 0.4 0.24 0.58 0.7 0.53 0.39 0.87 0.32 1 0 0.42 1 0.68 0.56 0.68 0 0.46 0.27 0.83 0.99 0.72 1 1 0.84 0.36 0.17 0.82 0.29 0.75 0.89 0.72 0.54 0.45 0.67 0.36 0.39 0.71 0.24 0.6 0.47 0.39 0.32 0.6 0.52 0.61 1 0.5 0.83 0.25 0.63 0.56 0.21 1 0.33 0.41 1 0.91 0.24 0.74 0.87 0.34 0.81 0.58 0.26 0.97 0.3 0.72 0.39 0.53 0.78 ]
    [ 0.6 0.5 0 0.85 0.41 0.67 0.87 0.97 0.31 0 0.19 0.89 0.98 0.23 0.95 0.69 0.61 1 0.67 0.75 0.46 0.83 0.54 0.39 0.24 0 0.55 0.21 0.62 0.55 0.45 0.94 0.67 0.47 0.61 0.52 0.21 0.71 0.76 0.28 0.9 0.78 0.12 0.55 0.27 0.85 0.39 0.97 1 0.19 0.25 0.32 0.2 0.99 0.91 1 0.34 0.35 0.23 0.76 1 0.84 0 0.35 0.55 0.91 1 0.45 1 0.17 0.98 0.2 1 0.95 0.89 0.27 0 0.66 1 0.78 ]
    [ 0.2 0.75 0.64 0.98 0.94 0.71 0 0.98 0.69 0.56 0.73 0.53 0.17 0.46 0.27 0.63 0.28 0.46 0.86 0.6 0.25 1 0.45 0.27 0.99 1 0.54 1 0.91 0.67 0.39 0.65 0.84 0.83 0.76 0.36 0.56 0.83 0.3 0.88 0.48 1 0.78 1 0.93 0.54 1 0.89 0.86 0.61 0.62 0.18 0.33 0.8 1 0.5 0.71 0 0.45 0.93 0.89 0.72 0.31 0.7 0 0.24 0.45 1 0.23 0.24 0.98 0.36 0.73 0.92 0.61 0.77 0 0.28 0.93 1 ]
    [ 0.6 0 0.91 0.54 0.9 0.63 0.2 0.69 0.6 0.61 0.88 0.23 0.13 0 0.63 0.28 0.89 0.13 0 0.35 1 0.18 0 0.47 0.67 0.76 0.83 0.65 0 0.92 0.59 1 0.32 0.47 0.68 0.55 0.98 0.58 0.12 0.56 0.68 0.6 1 1 0.84 1 1 0.66 0.46 0.87 0.35 0.84 0.86 0.69 0.25 0.82 0.18 0.35 0.83 0.38 0.72 0.16 0.47 0.84 0.75 0.74 1 0.23 1 0.96 0.96 0.26 0.67 0.21 0.67 0.29 0.35 0 0.94 0.56 ]
    [ 0.84 0.22 0 0.18 0.18 1 0.3 0.72 0.92 0.92 0.31 0.17 0.5 0.79 0.7 0.61 0.9 0.7 0.47 0.54 1 0.33 0.98 0.66 1 0.44 0.85 0.77 0.4 0.13 0.81 0.4 0 0 0.76 1 0.23 0.19 0.68 0.57 0.5 0.69 0.67 0 0.44 0.81 0 0.32 0.9 0.44 0.36 0.26 0.63 0.49 1 0.39 0.12 0.94 0.27 0.48 0.2 0.51 0.42 0.4 0.54 0.87 0.17 0.24 0.96 1 0.2 0.59 0.3 0.71 0.16 0.25 0.38 1 0.17 0.12 ]
    [ 0.33 0.24 0.48 0.46 0 0.71 0.16 0.83 0.28 0.19 0.75 0.42 0.39 0.3 0.88 0.38 0.79 0.27 0.51 0.61 0.76 1 0.73 0.56 0.61 0.87 0.47 0.81 0.39 1 0.23 0.95 1 0.16 0.89 0.31 0.35 0.96 1 0.28 0.36 0.26 0.73 0.59 0.62 0.96 0.95 0.71 0.37 0.86 0.81 0.66 0.3 0.32 0.75 0.31 0.16 0.98 0.25 1 1 0.71 0.42 0.47 0.33 0.34 0.98 0.98 0.96 0.2 1 0.59 1 0 0.39 0.75 0.41 1 1 0.2 ]
    [ 0.24 0.17 0.65 0.61 0.21 0.85 0.34 0.68 0.16 0.57 0.27 0.99 0.55 1 0.4 0.43 0.25 0.88 0.72 0.14 0.69 0.6 0.83 0.53 0.39 0 0.84 0.38 0.82 0.21 0.67 0.84 0 1 0.14 1 0 1 0.45 0.69 0.14 0 0.32 0.29 0.55 0.75 0.96 0.24 1 0.18 0.8 0.86 0.71 1 1 0.71 0.66 0.82 0.17 0.12 0.25 0.94 0.64 0.58 0.88 0.81 0.2 0.36 0.26 0.59 0.59 1 0.38 0.66 0.64 0.83 0.73 0.58 0.53 0.43 ]
    [ 0.34 0.85 0.93 1 0.79 0.61 0.5 0.2 0.91 0.31 0.48 1 0.42 0.61 1 0.73 0.55 1 0.37 0.88 0.64 0.24 0.63 0.43 0.25 0.42 0.55 0.13 0.21 0.25 0 0.6 0 0.21 0.6 0.29 0.32 0.17 0.91 0.81 0.93 0.8 0.85 0.31 0.19 0.46 0.26 0.5 0.32 1 0.68 0.94 0.67 1 0.18 0.71 0.58 0.84 0.78 0.63 0.9 0.28 0.54 0.23 0.7 0.58 1 0.73 0.67 0.3 1 0.38 1 0.8 0.98 0 0.83 0.36 0.86 0.86 ]
    [ 0.33 0.75 0.83 0.85 0.81 0.37 0.12 0.52 1 0.52 0.51 0.69 0.26 0.15 0.47 0.82 0 0.65 0.5 0.89 0.29 0.73 0.32 0.8 0.48 0 0.47 0.26 0.56 0.22 0 0 0.2 0.87 0 0.76 0.87 0.54 0 0.44 0.68 0.84 0.97 0.7 0.45 0.85 0.78 0.35 0.7 0.22 0.42 0.32 0.89 0 0.27 0.69 0.62 0.47 0.87 0.93 0.53 0.22 0.92 0.64 0.57 0.26 0.95 0.92 0.21 0.71 0 0.66 0.8 1 0.98 0.59 1 0.85 0.58 0.12 ]
    [ 0.67 0.46 0.41 0.26 0.73 0.2 0.13 0.29 0.85 0.9 0.31 0.74 0.22 0.53 0.93 0.4 0.47 0.55 0.98 0.66 0.84 0.44 0.13 1 1 0.54 0.79 0.9 0.38 0.37 0.66 0.98 0.31 0.43 0.52 0.44 1 0.22 0.79 0.53 0.69 0.57 0.66 0.19 0 0.56 1 0.33 0.52 0.97 0.35 0.91 0.74 0.89 0.18 0 0.39 0.98 0.3 0.38 0.51 0.86 0.63 0.64 0.67 0.97 0.89 0.61 0.67 0.16 0.39 0.64 0.98 0.98 1 0.12 0.5 0.39 0.31 0.66 ]
    [ 0.18 0.66 0.84 0.71 0.17 0.31 0.49 0.56 0.54 0.49 0.55 0.23 0.4 1 0.84 0.45 0.28 0 1 0.46 0.28 0.13 0 0.29 0.95 0.7 0.78 0.18 0.17 0.44 0.26 0.88 0.44 0 0.47 1 0.37 0.83 0.41 0.61 0.86 0.16 0.35 0.67 0.23 0.76 0.91 0.83 0.27 1 1 1 0.95 0.83 0.42 0.48 0.59 0.3 0.26 0.39 0.6 0.89 0.81 0.92 0.95 0.3 0.27 0.77 0.29 0.25 0.75 0.83 0 0.59 0.12 1 0.79 0.95 0.5 0.31 ]
    [ 0.6 0.34 0.95 0.76 0 0 0.12 0.87 0.13 0.79 0.55 0.97 0.72 0.79 0.69 0.28 0 0.12 0.59 0 0.46 0.85 0.85 0.25 0.89 0.89 0.63 0.33 0.23 0.18 0.65 0.52 0.24 0.17 0.32 1 0.81 0.38 0.77 1 0.24 1 0 0.21 0.18 0.28 0.81 0.94 0.93 0.64 0.32 0.94 0 0.28 1 1 0.83 0.17 0 0.81 0.39 1 0.44 0.13 0.97 0.72 0 0 0.35 0.38 0.41 0.73 0.83 1 0.5 0.79 1 0 0.81 1 ]
    [ 0.68 0.2 0.35 0.7 0.84 0.73 0 0.26 0.92 0.97 0.38 0.27 0.22 0.73 0.48 0.89 0 0.56 0.78 0.46 0.85 0 0.37 0.14 0.83 0 0.66 0 0.79 0.88 0.71 0 0 0.83 1 0.81 0.45 0.7 0.61 0.97 0.41 0.14 0.95 0.98 0.17 1 0.37 0.31 0.42 0.77 0.39 0.43 0.61 0.16 0.31 0.92 0.19 0.16 0.17 0.33 0.9 0.73 0.53 0.44 0.72 0.39 0.66 0.28 0 1 1 0.58 0.36 0.85 0.39 0.95 0 1 0.56 0.49 ]
    [ 0.9 0.53 0.26 0.61 0.21 1 1 0.3 0.26 0.65 0.54 0.5 1 0.46 0.16 0.2 0.73 0.92 0.14 1 0.64 0.27 1 0.43 0.67 0.68 0.59 0.69 0 0.54 1 0.47 0.38 0.41 0.64 0 0.74 0.36 1 0.84 0.79 0.74 0.32 0.19 0.63 0.23 1 0.15 0.44 0.94 1 0.53 0.65 0.36 0.21 0.5 0.87 0 0.22 1 0.59 0.71 0.56 0.45 0.97 0.53 1 0.93 0.94 0.17 1 0.53 0.86 0.58 0.31 0.5 0.81 0.56 1 0.21 ]
    [ 0 0.41 0.24 0 0.68 0.22 0.55 0 0.96 0.93 0.18 0.93 0.62 0.82 1 0.5 0.27 0.27 0.93 0.46 0 0.68 0.44 0.77 0.2 0.12 0.39 0 0.12 0.59 0.86 0.41 0 0.89 0.66 0.62 0.43 0.58 0.77 0.94 0.18 0.13 0.42 0.34 0.78 1 0.95 0.61 0 0.53 0.46 0.71 0.37 0.54 0.77 0.36 1 0.48 0.97 0.79 0.29 0.76 0.86 0.88 0.4 0.78 0.78 1 0.56 0.12 0.2 0.43 0.86 0.12 0.66 0.31 1 0.49 0.21 1 ]
];
